title,sub_title,Rank,Horse / Owner,Points,Total Comps
2021 Points Display,"USHJA HUNTER 2'0""",,"MASQUERADE/ ZURAITIS, CASEY - MA",29.5,(4 comps)
2021 Points Display,"USHJA HUNTER 2'0""",23,"ABBEY ROAD/ CONSTANTINE, LILY ROSE - MA",29,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",,"CALIANA/ PHILLIPS, CAROLINE - CT",29,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",,"JACKSON/ AMARAL-MCKEE, CHERYL L - MA",29,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",26,"WELL TO DO/ FORBES, RACHEL - ME",28.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",27,"STARZ ALIGN/ DORMER, LYDIA - CT",27.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",28,SPARKLE/ WEST LANE ENTERPRISES LLC - CT,25,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",,"THE HEIR APPARENT/ MCLAUGHLIN, MAREN - CT",25,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",30,"DUNDEE/ SANTILLI, ZOE - CT",22.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",,"SWISS MISS/ PERRY HARKINS, ROBIN - RI",22.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",32,"ORLANDO NOYERS/ AMARAL-MCKEE, CHERYL L - MA",19.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",33,"JUSTIN THYME/ ZURAITIS, MARITA - MA",17,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",34,"CASINO 87/ WILLIAMS, LEXI - CT",16.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",35,"QUATTRO/ WELL-A-WAY FARM, LLC - CT",16,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",36,"BELLE/ JOHNSON, KATHERINE - MA",15,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",,"GIOVANNI/ ANDERSON, GRETCHEN - NH",15,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",38,CARNAVALL/ HOLMAN IMPORTS LLC - MA,14.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",39,TWO TO TANGO/ STARBUCK EQUESTRIAN - CT,13,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",40,"FINESSE/ ZURAITIS, CASEY - MA",9,(1 comps)
2021 Points Display,"USHJA HUNTER 2'0""",41,"PHOETIN JS/ KOSUT , BRONWYNN - CT",8,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",1,"ISLAND GRACE/ TRUESDALE, CAPRI - CT",92,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",2,"DON'T WORRY/ EQUIPEARL, LLC - CT",91,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",3,"COMMITMENT/ NYREN, JEFFREY - MA",89.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",4,"ABBEY ROAD/ CONSTANTINE, LILY ROSE - MA",87,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",5,"ASTAIRE/ DAVIES, LUCY - NH",62,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",6,"GG ISLAND GIRL/ YARUS , KENDRA - MA",40,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",7,EINSTEIN/ JELINEK JUMPERS - CT,38,(2 comps)
2021 Points Display,"USHJA HUNTER 2'3""",8,RUBY SLIPPERS/ CLADDAGH RIDGE EQUESTRIAN CENTER - CT,37,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",9,"VESPA/ NIOSI, LILY - MA",30,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",10,CELEBRITY/ WEST LANE ENTERPRISES LLC - CT,21,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",,"RISE AND SHINE/ STENMARK, LINDSEY - NH",21,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",,"WESTLAND/ COE, STEPHANIE - MA",21,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",13,"RENDEZVOUS/ CUNIO, JENNIFER - MA",19,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",14,"ZENITH UHS/ HB & T, LLC - MA",18,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",15,"SEMPERITA/ WEIS, CATE - MA",17,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",16,"FOREVER EOWYN/ WOZNICA, LAUREN - CT",16,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",17,"LOFERN/ HERN, AMY - MA",14,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",,PICO/ DANA HALL RIDING CENTER - MA,14,(1 comps)
2021 Points Display,"USHJA HUNTER 2'3""",19,"ARISTOCRAT/ DOW, LYNNE - CT",13,(2 comps)
2021 Points Display,"USHJA HUNTER 2'3""",,"HH BALTIC KEEPSAKE/ CONRAD, ANDREA - VT",13,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",1,"PUCCINI/ STOFFEL-OLIVER, KATE - CT",207,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",2,"LONDON T/ VON BERNUTH, DAWN - CT",198.1,(5 comps)
2021 Points Display,"USHJA HUNTER 2'6""",3,"THAT'S MY BOY/ GEORGES, VIRGINIA - CT",139.5,(11 comps)
2021 Points Display,"USHJA HUNTER 2'6""",4,"TOTTENHAM/ L'HEUREUX, KATIE - NY",137,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",5,"AMAZING GRACE/ MACKENZIE, EVA - CT",128,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",6,"DENARIUS GOLDRUSH/ DOOCY, CYNDIE - CT",117,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",7,"GAUDIANO/ STAUFFER, KATHERINE - VT",109,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",8,SOUTHERN STYLE/ ONERA MEDIA INC. - NY,107,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",9,"AMELIA EARHART/ LANGLITZ, PAMELA - NH",105,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",10,"SUMMERTIME GIRL/ KADANE, LAURA - MA",103,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",11,"NEW ENGLAND/ KEANE, SIENNA - CT",87.7,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",12,"WATCH OVER ME/ ROBERTS, ANNE - MA",87.4,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",13,"CARCADEE Z/ LONGOBARDI, EVA - RI",86.7,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",14,"D'LYTEFUL/ FILEWICZ, GINA - CT",86,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",15,"CONTARO/ JO, ISABEL - CT",82.5,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",16,"DON DE MARCO/ BUCKLEY, MARYLOU - NH",78.1,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",17,"KARMANN GHIA Z/ NEDDER, KATIE - CT",73.8,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",18,"RHIANNON/ WILLIAMS, JASSA - NH",59,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",19,"CINNAMON BAY/ RICHARDSON, ANNA - MA",58.5,(3 comps)
2021 Points Display,"USHJA HUNTER 2'6""",20,"PRO SE/ HEATHERTON, EMMA - RI",57.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",21,"RENDEZVOUS/ CUNIO, JENNIFER - MA",57,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",22,"TRIPLE KISS/ WENTWORTH, LISA - MA",54.5,(9 comps)
2021 Points Display,"USHJA HUNTER 2'6""",23,"DUNDEE/ SANTILLI, ZOE - CT",54,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",24,"LACOSTE/ MANNING, KAREN - CT",52.5,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",25,"CALINO-GZ/ STRITTMATTER, JACQUELINE - CT",48,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,CORDOVA/ ONERA MEDIA INC. - NY,48,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",27,"RIPPLE IN STILL WATER/ GOLDBERG, LESLIE - MA",46.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",28,"HERMANDAD/ SCHWARTZ, ALANA - MA",43,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",29,"BON GARÇON/ GERMAIN, COURTNEY - MA",38.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",30,"CASTELLO/ DARK HARBOR FARM, LLC - MA",38,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",31,"SILVER MAN CAN/ HOOD, PAM - MA",36,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",32,"LEBARON/ OSWALD, JESSICA - CT",35,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",33,"MR. CORNET 4/ DORRANCE, DAWN - MA",34,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",34,"LOUIE LUNCHBOX/ ARCHAMBAULT, LORI-ANN - CT",33.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",35,"CAYMAN 40/ EQUINE INITIATIVE, LLC - MA",32,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",36,"CHARLES IN CHARGE/ MEALEY, KATHY - MA",31.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",37,"QAYAL FW/ MILLER, KIMBERLY  - MA",31,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,"TUCKERMAN/ SCHENKER, EMMA - MA",31,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",39,"HANNEMENT E/ WILSON, JESSICA - NH",28.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",40,"SHERWOOD FOREST/ VICK, JESSICA - CT",27,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",41,"KLONDIKE/ CL SPORT HORSES, LLC - MA",26,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",42,"AWAY LOVE/ CHAPMAN, MAREN - ME",25.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",43,"HARMONY/ NOVACK, JENNIFER - CT",24,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,"LARIMO/ POTTOW, EMMA - CT",24,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",45,"COFFEE/ MALACARNE, KIRSTEN - RI",23,(3 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,"GOOD LUCK/ SMITH REZAC, JAI - MA",23,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",47,"ASTAIRE/ DAVIES, LUCY - NH",22.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,"RAZIEL DE COR/ KATZ, NANCY H. - CT",22.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",49,"CLIFTON Z/ NORTON, CASEY - MA",22,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",50,"LIEUTENANT/ CHALNICK, ANNIE - VT",21.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",51,"CURVEBALL/ ANDERSON, GRETCHEN - NH",21,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,"IGNATIA/ CONTARINO, KATHRYN - MA",21,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",53,"CHINARO HS/ AHO, ERIC - MA",19.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",54,"GIOVANNI/ GANGEMI, MARTHA - MA",19,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",55,"ZORVINO/ HOUSTON, CANDACE - NH",18,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",56,MORTON'S CATILLAC/ R.C.G. FARM - CT,16,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",57,"COME MONDAY/ FLETCHER, MICHAEL - MA",15,(2 comps)
2021 Points Display,"USHJA HUNTER 2'6""",58,"HOLLABACK GIRL/ LEMOINE, DEVON - CT",14.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,"MASQUERADE/ ZURAITIS, CASEY - MA",14.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,"RIAMO'S FIRST/ SPADAFORE, KIARA - MA",14.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",61,"BERGAMO/ WISE, STEPHANIE - CT",14,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",62,"HARRISON/ PANDOLFINI-LOIKO, ADRIA M. - MA",13.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",63,"AVEDON/ TOMASELLI, LISA - CT",13,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",,"MAIDEN VOYAGE/ DEMAYO, LISA - MA",13,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",65,"RICOCHET CR/ BROWN, CONSTANCE - MA",9.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",66,"NERO VAN DE HELLE/ MCGEE, MARY - MA",9,(1 comps)
2021 Points Display,"USHJA HUNTER 2'6""",67,ARGOS/ DAFFODIL HILL - CT,8.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",1,"GUINEVERE/ GREENBAUM, SAMANTHA - FL",233,(2 comps)
2021 Points Display,"USHJA HUNTER 2'9""",2,"GAUDIANO/ STAUFFER, KATHERINE - VT",171.4,(2 comps)
2021 Points Display,"USHJA HUNTER 2'9""",3,"QUINTESSENTIAL/ JUNEJA, LILA - CT",161.5,(3 comps)
2021 Points Display,"USHJA HUNTER 2'9""",4,"JAMES BOND Z/ LA GUARDIA, LYNNE - CT",103.6,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",5,"CAYMAN 40/ EQUINE INITIATIVE, LLC - MA",92,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",6,"ARAMIS Z/ CANCIAN, NIFFER - MA",91,(2 comps)
2021 Points Display,"USHJA HUNTER 2'9""",7,"MCGRAW/ FRASER, EMMA - MA",90.4,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",8,"KEARNEY BOY/ HILL, KELSEY - VT",79,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"PIRELLI/ RUSCONI, KIARA - CT",79,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",10,"LACOSTE/ MANNING, KAREN - CT",77,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",11,"CAPITOL AFFAIRE/ MARKCROW, DAPHNE - VT",74,(2 comps)
2021 Points Display,"USHJA HUNTER 2'9""",12,"TUCKERMAN/ SCHENKER, EMMA - MA",58.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",13,"KRONEVALD'S DE MARCO/ SEEBECK, TATUM - RI",49,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",14,"REPLAY/ COLE, COURTNEY - MA",48.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",15,"SUNGOLD/ BRODA, CYNSIE - VT",47,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",16,"COSCATO/ COTMAN, SUSAN - MA",44.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",17,"HEADLINES/ QUINN, ELLEN - CT",44,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",18,"MISSDEMEANOR/ INGENITO, MACENZIE - CT",42,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",19,"SMALL ADVANTAGE/ JACKSON, NORAH - MA",37.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",20,"CHANCES CZAR/ KEYES, BERNADETTE - CT",34,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"CONTADOR/ FERRITER, KATE - MA",34,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"SEMPERITA/ WEIS, CATE - MA",34,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",23,DA VINCI/ GRASMERE FARM - CT,32,(2 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"OLIVER TWIST/ FRITCHMAN, TATUM - MA",32,(2 comps)
2021 Points Display,"USHJA HUNTER 2'9""",25,"MARGAUX/ MAHER, CATHERINE - CT",31,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",26,CASSIANO/ NIMBUS LLC - CT,30,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"JENTO-VL/ COLE, COURTNEY - MA",30,(2 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"QAYAL FW/ MILLER, KIMBERLY  - MA",30,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",29,"CASTELLO/ DARK HARBOR FARM, LLC - MA",28,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",30,"FASCINO/ INGENITO, MACENZIE - CT",27,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",31,"VDL ETOLON/ GEARY, CAITLIN  - MA",25,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",32,"PS COPY THAT/ SETIAN, SARA - CT",23,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"SILKO/ FERRARO, ALEXIS - MA",23,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",34,"LIEUTENANT/ CHALNICK, ANNIE - VT",21.5,(2 comps)
2021 Points Display,"USHJA HUNTER 2'9""",35,"HARRISON/ PANDOLFINI-LOIKO, ADRIA M. - MA",18,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",36,"JIMMY BLUE/ LOOS, CAROLINE  - MA",16,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",37,"FLOOR/ HB & T, LLC - MA",15,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",38,"NO FAULT OF MINE/ WOZNICA, ELIZABETH - PA",14,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"RIPPLE IN STILL WATER/ GOLDBERG, LESLIE - MA",14,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",40,"BACARRO/ VILLARE, SUSAN - NH",13.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"FHRASER/ STRITTMATTER, JACQUELINE - CT",13.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"THE DIPLOMAT/ MARKCROW, DAPHNE - VT",13.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",43,"CHRISTOPHER/ FOSTER, ANNA - CT",13,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",44,"BLUE ON BYE/ KINNEY, ELIZABETH - MA",12.5,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",45,"CHECKANDINO/ LAVIN, HANNAH - MA",11,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",46,"NEW ENGLAND/ KEANE, SIENNA - CT",10,(1 comps)
2021 Points Display,"USHJA HUNTER 2'9""",,"THAT'S MY BOY/ GEORGES, VIRGINIA - CT",10,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",1,"OPULENT/ KRUEL, SARAH - CT",486,(9 comps)
2021 Points Display,"USHJA HUNTER 3'0""",2,"TRIPLE KISS/ WENTWORTH, LISA - MA",319.5,(8 comps)
2021 Points Display,"USHJA HUNTER 3'0""",3,"EWAVANTA/ MALLON, MADELEINE - CT",305.2,(6 comps)
2021 Points Display,"USHJA HUNTER 3'0""",4,"MOST LIKELY/ GREER, KASSIDY - CT",290.5,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",5,"MTM MINI COOPER/ KEESLER, ANNE - MA",217,(3 comps)
2021 Points Display,"USHJA HUNTER 3'0""",6,"IEPER BLH/ LAMOTHE, THERESA M. - CT",183,(5 comps)
2021 Points Display,"USHJA HUNTER 3'0""",7,"GAME ON/ BRILL, LINDA - CT",156,(4 comps)
2021 Points Display,"USHJA HUNTER 3'0""",8,"MUST DE LISON/ INGENITO, MACENZIE - CT",135,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",9,KYLO REN/ SPRINGEN HORSES - CT,109,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",10,"HILLTOP GS/ GRADY, MEGAN - CT",108,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",11,"IRONIC HX/ CATANI, DEIRDRE - MA",99,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",12,"BLUE EMPIRE/ SUN, ANNIKA - CT",98.5,(4 comps)
2021 Points Display,"USHJA HUNTER 3'0""",13,"CAROUSEL/ LONGO, LISA - CT",96.5,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",14,LANDMARK/ SILVERMINE FARM INC - CT,93.5,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",15,"BELIEVE/ HART, VICTORIA - CT",90,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",16,CORTO DES DAMES/ BRIGADOON SHOW STABLES INC. - CT,82.8,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",17,"ROUTE 66/ COLLAR, TAYLOR  - CT",77,(4 comps)
2021 Points Display,"USHJA HUNTER 3'0""",18,"BILLY IRISH/ CLARK, OAKLEY - VT",71,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",19,"PLAY CALL/ FORLIZZI, JENNIFER - CT",69,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",20,"ILADIN DU ROUET/ MACKENZIE, EVA - CT",55,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",21,"IGNATIA/ CONTARINO, KATHRYN - MA",54.5,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",22,"EASY STREET/ MITCHELL, KATHLEEN - MA",53.6,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",,"ZOE/ RIVERO, GEORGIA - CT",53.6,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",24,"INDIANAPOLIS/ POWELL, MORGAN - CT",49.5,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",25,"ROYAL SCANDAL/ PIERCE, LAUREN - CT",48.5,(3 comps)
2021 Points Display,"USHJA HUNTER 3'0""",26,"BODACIOUS/ JENKINS, MARISA - CT",43.5,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",27,"CABAN Z/ STONE, BLAIR - VT",42,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",28,CASPER II/ NORTH WIND FARM LLC - VT,40,(3 comps)
2021 Points Display,"USHJA HUNTER 3'0""",,"JUST CARL/ GAUDET, LORI - MA",40,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",30,"ALL-STAR/ MURPHY , DANIELLE - CT",38,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",31,"PIRELLI/ RUSCONI, KIARA - CT",37,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",32,"CLARINA/ ELLIS, CAROLINE - MA",35,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",33,"BERGHOFF CBF/ HOELZER, CATHERINE  - CT",31.5,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",34,"MTM ROCKEFELLER Z/ CHEN, TAYLOR - MA",31,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",,"NEW ENGLAND/ KEANE, SIENNA - CT",31,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",36,DA VINCI/ GRASMERE FARM - CT,30,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",37,"JUNE SAINTE HERMELLE/ KASS, CHRISTINE - RI",28,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",38,"CASINO 87/ WILLIAMS, LEXI - CT",27.5,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",39,"ESH ASLAN DE L'ETRE/ KENDALL, TAYLOR - MA",26,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",,"PETERPAN/ SANFORD, HARPER - CT",26,(3 comps)
2021 Points Display,"USHJA HUNTER 3'0""",41,"CANOLETTO/ DEVINE, PARKER - CT",25.5,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",42,"CIRRUS/ COSTA, CHRISTINE - CT",22,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",43,"UGRANT Z/ PRENTICE, JORDAN - MA",21,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",44,"JOLI VAN DE GROENEDYCK/ CHARISMA VENTURES, LLC - MA",20,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",,"LACOSTE/ MANNING, KAREN - CT",20,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",46,"FLOOR/ HB & T, LLC - MA",19,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",,"QUINTESSENTIAL/ JUNEJA, LILA - CT",19,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",48,"WAHALLA/ SMITH REZAC, JAI - MA",17.5,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",49,"CLEVER/ MACKENZIE, EVA - CT",17,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",,"INZAGI/ DAYTON, GRACE - VT",17,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",51,"COGNAC ETC/ MANNING, KAREN - CT",16,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",,"JALISCO VAN DE BOSLANDHOEVE/ MURRAY, ALANNA - RI",16,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",53,"MERANDO/ FLETCHER, KATHRYN - MA",14,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",54,"KEARNEY BOY/ HILL, KELSEY - VT",13.5,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",55,"LANDKAPTAIN LL/ MICHEL, MARY - VT",10,(2 comps)
2021 Points Display,"USHJA HUNTER 3'0""",56,"RIPPLE IN STILL WATER/ GOLDBERG, LESLIE - MA",9,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",57,"THE DIPLOMAT/ MARKCROW, DAPHNE - VT",8.5,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",58,"MACGARRETT CASCADE BOBBY/ EVANS , HANNAH - CT",8,(1 comps)
2021 Points Display,"USHJA HUNTER 3'0""",59,"VDL ETOLON/ GEARY, CAITLIN  - MA",7,(1 comps)
2021 Points Display,"GREEN HUNTER 3'0""",1,"FROHLICH/ PERREAULT, SAMANTHA  - MA",690.8,(7 comps)
2021 Points Display,"GREEN HUNTER 3'0""",2,"CASTELAN/ CANCIAN, MARY - MA",616.8,(13 comps)
2021 Points Display,"GREEN HUNTER 3'0""",3,"AMAZING GRACE/ MACKENZIE, EVA - CT",573.4,(4 comps)
2021 Points Display,"GREEN HUNTER 3'0""",4,"SAMAANI/ BURAK, ALEXANDRA - MA",524.6,(8 comps)
2021 Points Display,"GREEN HUNTER 3'0""",5,"JUNE SAINTE HERMELLE/ KASS, CHRISTINE - RI",512.6,(5 comps)
2021 Points Display,"GREEN HUNTER 3'0""",6,LANDMARK/ SILVERMINE FARM INC - CT,500,(5 comps)
2021 Points Display,"GREEN HUNTER 3'0""",7,"PIXEL/ ANDERSEN, BRONWYN (RONNIE) - MA",450,(10 comps)
2021 Points Display,"GREEN HUNTER 3'0""",8,"TUCKERMAN/ SCHENKER, EMMA - MA",420,(1 comps)
2021 Points Display,"GREEN HUNTER 3'0""",9,"MTM EASTWOOD/ REALE DOUGLAS, KAREN - MA",396,(8 comps)
2021 Points Display,"GREEN HUNTER 3'0""",10,"VARSITY/  FISHER, JANE - CT",339.6,(13 comps)
2021 Points Display,"GREEN HUNTER 3'0""",11,"IEPER BLH/ LAMOTHE, THERESA M. - CT",331.6,(6 comps)
